,SH,Category,Weight,Filling start,Alt filling start,Filling end,Pickup,Plate,Arrival,Unload,trip_id
104,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14340kg,2021-01-19T15:12:00Z,,2021-01-20T08:52:00Z,2021-01-20T11:42:00Z,LOH-244,2021-01-20T13:48:00Z,2021-01-20T15:10:00Z,53.0
105,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12560kg,2021-01-20T05:52:00Z,,2021-01-20T08:52:00Z,2021-01-20T11:42:00Z,LOH-244,2021-01-20T13:48:00Z,2021-01-20T15:09:00Z,53.0
106,HK Scan Rauma,Sekatuote siipikarja luokka 3,13100kg,2021-01-20T09:30:00Z,,2021-01-20T13:12:00Z,2021-01-20T18:57:00Z,LOH-244,2021-01-20T21:31:00Z,2021-01-20T22:52:00Z,54.0
107,HK Scan Rauma,Sekatuote siipikarja luokka 3,13700kg,2021-01-20T07:07:00Z,,2021-01-20T11:13:00Z,2021-01-20T18:57:00Z,LOH-244,2021-01-20T21:07:00Z,2021-01-20T22:52:00Z,54.0
108,HK Scan Rauma,Sekatuote siipikarja luokka 3,13760kg,2021-01-20T11:21:00Z,,2021-01-20T15:06:00Z,2021-01-20T18:57:00Z,LOH-244,2021-01-20T22:10:00Z,2021-01-20T22:53:00Z,54.0
109,HK Scan Rauma,Sekatuote siipikarja luokka 3,14180kg,2021-01-21T09:15:00Z,,2021-01-21T11:54:00Z,2021-01-20T19:29:00Z,NLZ-735,2021-01-21T15:29:00Z,2021-01-21T16:06:00Z,55.0
110,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13480kg,2021-01-20T09:00:00Z,,2021-01-21T11:54:00Z,2021-01-21T13:09:00Z,JJV-660,2021-01-21T15:41:00Z,2021-01-21T16:07:00Z,56.0
111,HK Scan Rauma,Sekatuote siipikarja luokka 3,12980kg,2021-01-21T07:54:00Z,,2021-01-21T11:44:00Z,2021-01-21T13:22:00Z,NLZ-735,2021-01-21T19:27:00Z,2021-01-21T20:25:00Z,57.0
112,HK Scan Rauma,Sekatuote siipikarja luokka 3,14560kg,2021-01-21T06:13:00Z,,2021-01-21T09:54:00Z,2021-01-21T13:23:00Z,NLZ-735,2021-01-21T19:27:00Z,2021-01-21T20:25:00Z,57.0
113,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13760kg,2021-01-21T17:01:00Z,,2021-01-21T18:42:00Z,2021-01-21T18:55:00Z,JJV-660,2021-01-21T21:51:00Z,2021-01-21T22:27:00Z,58.0
114,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13820kg,2021-01-21T15:27:00Z,,2021-01-21T17:01:00Z,2021-01-21T18:55:00Z,JJV-660,2021-01-21T22:03:00Z,2021-01-21T22:27:00Z,58.0
115,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14540kg,2021-01-21T12:00:00Z,,2021-01-21T13:49:00Z,2021-01-21T18:55:00Z,JJV-660,2021-01-21T21:42:00Z,2021-01-21T22:27:00Z,58.0
116,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13080kg,2021-01-21T12:00:00Z,,2021-01-22T09:27:00Z,2021-01-22T10:43:00Z,IMV-333,2021-01-22T13:17:00Z,2021-01-22T13:39:00Z,59.0
117,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13940kg,2021-01-22T05:27:00Z,,2021-01-22T09:27:00Z,2021-01-22T10:43:00Z,IMV-333,2021-01-22T13:01:00Z,2021-01-22T13:39:00Z,59.0
118,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13340kg,2021-01-22T09:34:00Z,,2021-01-22T11:24:00Z,2021-01-22T14:09:00Z,LOH-244,2021-01-22T16:43:00Z,2021-01-22T17:27:00Z,60.0
119,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14400kg,2021-01-22T11:24:00Z,,2021-01-22T12:59:00Z,2021-01-22T14:09:00Z,LOH-244,2021-01-22T16:17:00Z,2021-01-22T17:27:00Z,60.0
120,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14000kg,2021-01-22T16:15:00Z,,2021-01-22T17:49:00Z,2021-01-23T03:25:00Z,JJV-660,2021-01-23T06:09:00Z,2021-01-23T06:39:00Z,61.0
121,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14960kg,2021-01-22T19:32:00Z,,2021-01-23T11:12:00Z,2021-01-23T11:02:00Z,JJV-660,2021-01-23T13:16:00Z,2021-01-23T14:01:00Z,62.0
122,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13900kg,2021-01-22T17:49:00Z,,2021-01-22T19:32:00Z,2021-01-23T11:02:00Z,JJV-660,2021-01-23T12:59:00Z,2021-01-23T14:00:00Z,62.0
123,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13640kg,2021-01-25T13:19:00Z,,2021-01-25T15:09:00Z,2021-01-25T16:16:00Z,JJV-660,2021-01-25T19:16:00Z,2021-01-25T20:14:00Z,63.0
124,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13720kg,2021-01-25T11:01:00Z,,2021-01-25T13:19:00Z,2021-01-25T16:16:00Z,JJV-660,2021-01-25T19:27:00Z,2021-01-25T20:14:00Z,63.0
125,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14520kg,2021-01-26T16:57:00Z,,2021-01-26T18:54:00Z,2021-01-27T09:12:00Z,IMV-333,2021-01-27T11:53:00Z,2021-01-27T12:33:00Z,64.0
126,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15140kg,2021-01-26T07:35:00Z,,2021-01-27T07:35:00Z,2021-01-27T09:12:00Z,IMV-333,2021-01-27T11:53:00Z,2021-01-27T12:56:00Z,64.0
127,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12600kg,2021-01-26T18:54:00Z,,2021-01-27T07:35:00Z,2021-01-27T09:12:00Z,IMV-333,2021-01-27T11:53:00Z,2021-01-27T12:34:00Z,64.0
128,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13660kg,2021-01-28T06:57:00Z,,2021-01-28T09:17:00Z,2021-01-28T15:20:00Z,JJV-660,2021-01-28T18:49:00Z,2021-01-28T18:45:00Z,65.0
129,HK Scan Rauma,Sekatuote siipikarja luokka 3,12620kg,2021-01-28T11:18:00Z,,2021-01-28T14:55:00Z,2021-01-28T15:59:00Z,LOH-244,2021-01-28T19:06:00Z,2021-01-28T19:40:00Z,66.0
130,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13940kg,2021-01-29T10:36:00Z,,2021-01-29T12:16:00Z,2021-01-29T14:22:00Z,VZR-635,2021-01-29T17:58:00Z,2021-01-29T18:01:00Z,67.0
131,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13620kg,2021-01-29T08:31:00Z,,2021-01-29T10:28:00Z,2021-01-29T14:22:00Z,VZR-635,2021-01-29T17:58:00Z,2021-01-29T18:01:00Z,67.0
132,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13540kg,2021-02-01T11:43:00Z,,2021-02-01T14:05:00Z,2021-02-01T16:26:00Z,VZR-635,2021-02-01T19:11:00Z,2021-02-01T19:30:00Z,68.0
133,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14260kg,2021-02-01T16:01:00Z,,2021-02-01T17:45:00Z,2021-02-02T10:41:00Z,IMV-333,2021-02-02T10:41:00Z,2021-02-02T14:22:00Z,69.0
134,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12840kg,2021-02-01T17:45:00Z,,2021-02-01T19:22:00Z,2021-02-02T10:42:00Z,IMV-333,2021-02-02T10:41:00Z,2021-02-02T14:23:00Z,70.0
135,HK Scan Rauma,Sekatuote siipikarja luokka 3,13620kg,2021-02-02T07:00:00Z,,2021-02-02T07:58:00Z,2021-02-02T11:56:00Z,VZR-635,2021-02-02T14:04:00Z,2021-02-02T15:02:00Z,71.0
136,HK Scan Rauma,Sekatuote siipikarja luokka 3,15500kg,2021-02-02T07:07:00Z,,2021-02-02T09:50:00Z,2021-02-02T11:56:00Z,VZR-635,2021-02-02T14:04:00Z,2021-02-02T15:02:00Z,71.0
137,HK Scan Rauma,Sekatuote siipikarja luokka 3,14880kg,2021-02-02T09:50:00Z,,2021-02-02T13:39:00Z,2021-02-02T14:55:00Z,LOH-244,2021-02-02T18:05:00Z,2021-02-02T18:26:00Z,72.0
138,HK Scan Rauma,Sekatuote siipikarja luokka 3,12060kg,2021-02-02T08:03:00Z,,2021-02-02T12:17:00Z,2021-02-02T14:55:00Z,LOH-244,2021-02-02T18:05:00Z,2021-02-02T18:05:00Z,72.0
139,HK Scan Rauma,Sekatuote siipikarja luokka 3,13960kg,2021-02-02T16:24:00Z,,2021-02-02T18:22:00Z,2021-02-02T19:43:00Z,VZR-635,2021-02-02T21:46:00Z,2021-02-02T22:40:00Z,73.0
140,HK Scan Rauma,Sekatuote siipikarja luokka 3,15120kg,2021-02-02T13:39:00Z,,2021-02-02T16:16:00Z,2021-02-02T19:43:00Z,VZR-635,2021-02-02T22:30:00Z,2021-02-02T22:41:00Z,73.0
141,HK Scan Rauma,Sekatuote siipikarja luokka 3,13060kg,2021-02-02T14:47:00Z,,2021-02-02T19:43:00Z,2021-02-02T19:43:00Z,VZR-635,2021-02-02T22:18:00Z,2021-02-02T22:40:00Z,73.0
142,HK Scan Rauma,Sekatuote siipikarja luokka 3,13060kg,2021-02-02T04:38:00Z,,2021-02-02T21:50:00Z,2021-02-02T21:57:00Z,LOH-244,2021-02-02T23:51:00Z,2021-02-02T23:51:00Z,74.0
143,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13380kg,2021-02-03T11:01:00Z,,2021-02-03T12:34:00Z,2021-02-03T13:11:00Z,JJV-660,2021-02-03T16:41:00Z,2021-02-03T17:14:00Z,75.0
144,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13060kg,2021-02-03T09:19:00Z,,2021-02-03T10:54:00Z,2021-02-03T13:12:00Z,JJV-660,2021-02-03T17:00:00Z,2021-02-03T17:14:00Z,75.0
145,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15400kg,2021-02-03T06:53:00Z,,2021-02-03T09:12:00Z,2021-02-03T13:12:00Z,JJV-660,2021-02-03T16:50:00Z,2021-02-03T17:14:00Z,75.0
146,HK Scan Rauma,Sekatuote siipikarja luokka 3,15860kg,2021-02-03T13:25:00Z,,2021-02-03T16:22:00Z,2021-02-03T17:44:00Z,NLZ-735,2021-02-03T20:15:00Z,2021-02-03T21:04:00Z,76.0
147,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13820kg,2021-02-04T06:24:00Z,,2021-02-04T08:32:00Z,2021-02-04T09:47:00Z,IMV-333,2021-02-04T12:06:00Z,2021-02-04T13:23:00Z,77.0
148,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13500kg,2021-02-04T10:52:00Z,,2021-02-04T12:45:00Z,2021-02-04T14:51:00Z,JJV-660,2021-02-04T16:55:00Z,2021-02-04T19:01:00Z,78.0
149,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,1400kg,2021-02-04T08:39:00Z,,2021-02-04T10:45:00Z,2021-02-04T14:51:00Z,JJV-660,2021-02-04T17:20:00Z,2021-02-04T19:01:00Z,78.0
150,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14040kg,2021-02-04T12:52:00Z,,2021-02-04T14:37:00Z,2021-02-04T17:26:00Z,LOH-244,2021-02-04T19:29:00Z,2021-02-04T21:09:00Z,79.0
151,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14760kg,2021-02-04T14:37:00Z,,2021-02-04T16:18:00Z,2021-02-04T17:27:00Z,LOH-244,2021-02-04T19:52:00Z,2021-02-04T21:09:00Z,79.0
152,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12620kg,2021-02-04T19:36:00Z,,2021-02-05T07:16:00Z,2021-02-05T09:39:00Z,JJV-660,2021-02-05T12:29:00Z,2021-02-05T13:44:00Z,80.0
153,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14420kg,2021-02-05T07:28:00Z,,2021-02-05T09:28:00Z,2021-02-05T09:39:00Z,JJV-660,2021-02-05T12:04:00Z,2021-02-05T13:44:00Z,80.0
154,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14800kg,2021-02-04T06:24:00Z,,2021-02-05T07:16:00Z,2021-02-05T09:40:00Z,JJV-660,2021-02-05T12:53:00Z,2021-02-05T13:44:00Z,80.0
155,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12400kg,2021-02-05T09:35:00Z,,2021-02-05T11:04:00Z,2021-02-05T15:18:00Z,LOH-244,2021-02-05T17:53:00Z,2021-02-05T19:00:00Z,81.0
156,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14440kg,2021-02-05T11:11:00Z,,2021-02-05T14:42:00Z,2021-02-05T15:18:00Z,LOH-244,2021-02-05T18:11:00Z,2021-02-05T19:01:00Z,81.0
157,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14440kg,2021-02-05T14:42:00Z,,2021-02-05T14:51:00Z,2021-02-05T15:19:00Z,LOH-244,2021-02-05T18:23:00Z,2021-02-05T19:01:00Z,81.0
158,HK Scan Rauma,Sekatuote siipikarja luokka 3,14140kg,2021-02-05T09:41:00Z,,2021-02-05T12:56:00Z,2021-02-05T15:55:00Z,JJV-660,2021-02-05T18:12:00Z,2021-02-05T18:44:00Z,82.0
159,HK Scan Rauma,Sekatuote siipikarja luokka 3,13860kg,2021-02-05T11:20:00Z,,2021-02-05T14:49:00Z,2021-02-05T15:56:00Z,JJV-660,2021-02-05T17:57:00Z,2021-02-05T18:44:00Z,82.0
160,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14420kg,2021-02-05T14:51:00Z,,2021-02-05T16:36:00Z,2021-02-05T21:24:00Z,LOH-244,2021-02-05T23:30:00Z,2021-02-06T02:03:00Z,83.0
161,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14980kg,2021-02-05T16:36:00Z,,2021-02-05T18:15:00Z,2021-02-05T21:25:00Z,LOH-244,2021-02-06T02:04:00Z,2021-02-06T02:04:00Z,83.0
162,HK Scan Rauma,Sekatuote siipikarja luokka 3,11860kg,2021-02-05T16:35:00Z,,2021-02-05T21:45:00Z,2021-02-05T21:57:00Z,JJV-660,2021-02-06T01:36:00Z,2021-02-06T03:13:00Z,84.0
163,HK Scan Rauma,Sekatuote siipikarja luokka 3,11160kg,2021-02-05T19:54:00Z,,2021-02-05T23:03:00Z,2021-02-05T23:01:00Z,JJV-660,2021-02-06T01:02:00Z,2021-02-06T03:13:00Z,84.0
164,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",9620kg,2021-02-05T04:12:00Z,,2021-02-05T20:04:00Z,2021-02-08T13:01:00Z,JJV-660,2021-02-08T15:35:00Z,2021-02-08T15:52:00Z,85.0
165,HK Scan Rauma,Sekatuote siipikarja luokka 3,13760kg,2021-02-08T08:50:00Z,,2021-02-08T12:28:00Z,2021-02-08T18:12:00Z,JJV-660,2021-02-08T20:44:00Z,2021-02-08T22:22:00Z,86.0
166,HK Scan Rauma,Sekatuote siipikarja luokka 3,12380kg,2021-02-08T17:52:00Z,,2021-02-08T17:55:00Z,2021-02-08T21:02:00Z,NLZ-735,2021-02-08T23:46:00Z,2021-02-09T00:16:00Z,87.0
167,HK Scan Rauma,Sekatuote siipikarja luokka 3,15320kg,2021-02-08T14:31:00Z,,2021-02-08T18:46:00Z,2021-02-08T21:02:00Z,NLZ-735,2021-02-08T23:59:00Z,2021-02-09T00:16:00Z,87.0
168,HK Scan Rauma,Sekatuote siipikarja luokka 3,10960kg,2021-02-08T22:49:00Z,,2021-02-08T23:18:00Z,2021-02-09T00:30:00Z,JJV-660,2021-02-08T12:41:00Z,2021-02-09T03:16:00Z,88.0
169,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",13660kg,2021-02-08T04:40:00Z,,2021-02-08T20:56:00Z,2021-02-09T00:30:00Z,JJV-660,2021-02-08T12:41:00Z,2021-02-09T03:16:00Z,89.0
170,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15180kg,2021-02-09T07:39:00Z,,2021-02-09T10:04:00Z,2021-02-09T12:14:00Z,LOH-244,2021-02-09T14:43:00Z,2021-02-09T16:30:00Z,90.0
171,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13560kg,2021-02-09T10:11:00Z,,2021-02-09T11:54:00Z,2021-02-09T12:15:00Z,LOH-244,2021-02-09T15:27:00Z,2021-02-09T16:31:00Z,90.0
172,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14600kg,2021-02-09T12:01:00Z,,2021-02-09T13:38:00Z,2021-02-09T15:51:00Z,NLZ-735,2021-02-09T18:03:00Z,2021-02-09T19:45:00Z,91.0
173,HK Scan Rauma,Sekatuote siipikarja luokka 3,13700kg,2021-02-09T12:12:00Z,,2021-02-09T15:31:00Z,2021-02-09T19:05:00Z,LOH-244,2021-02-09T21:18:00Z,2021-02-09T22:53:00Z,92.0
174,HK Scan Rauma,Sekatuote siipikarja luokka 3,13660kg,2021-02-09T13:36:00Z,,2021-02-09T17:22:00Z,2021-02-09T19:06:00Z,LOH-244,2021-02-09T21:52:00Z,2021-02-09T22:54:00Z,92.0
175,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14180kg,2021-02-10T11:57:00Z,,2021-02-10T13:48:00Z,2021-02-10T19:00:00Z,VZR-635,2021-02-10T21:40:00Z,2021-02-10T23:52:00Z,93.0
176,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14520kg,2021-02-10T13:48:00Z,,2021-02-10T15:32:00Z,2021-02-10T19:01:00Z,VZR-635,2021-02-10T22:28:00Z,2021-02-10T23:53:00Z,93.0
177,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14480kg,2021-02-10T15:32:00Z,,2021-02-10T17:28:00Z,2021-02-10T19:01:00Z,VZR-635,2021-02-10T23:24:00Z,2021-02-10T23:53:00Z,93.0
178,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13660kg,2021-02-10T17:28:00Z,,2021-02-10T19:21:00Z,2021-02-11T08:51:00Z,IMV-333,2021-02-11T11:50:00Z,2021-02-11T13:17:00Z,94.0
179,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13960kg,2021-02-10T19:21:00Z,,2021-02-11T07:09:00Z,2021-02-11T08:52:00Z,IMV-333,2021-02-11T11:50:00Z,2021-02-11T13:17:00Z,94.0
180,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12720kg,2021-02-10T07:54:00Z,,2021-02-11T10:36:00Z,2021-02-11T11:32:00Z,JJV-660,2021-02-11T14:18:00Z,2021-02-11T14:18:00Z,95.0
181,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13420kg,2021-02-11T10:46:00Z,,2021-02-11T12:33:00Z,2021-02-11T16:36:00Z,JJV-660,2021-02-11T18:25:00Z,2021-02-11T19:00:00Z,96.0
182,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14560kg,2021-02-11T12:41:00Z,,2021-02-11T14:34:00Z,2021-02-11T16:36:00Z,JJV-660,2021-02-11T18:37:00Z,2021-02-11T19:00:00Z,96.0
183,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14440kg,2021-02-11T14:34:00Z,,2021-02-11T17:24:00Z,2021-02-11T16:37:00Z,JJV-660,2021-02-11T18:53:00Z,2021-02-11T19:00:00Z,96.0
184,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",11100kg,2021-02-11T04:06:00Z,,2021-02-11T20:28:00Z,2021-02-11T21:35:00Z,NLZ-735,2021-02-12T01:42:00Z,2021-02-12T02:15:00Z,97.0
185,HK Scan Rauma,Sekatuote siipikarja luokka 3,13720kg,2021-02-11T22:46:00Z,,2021-02-12T07:23:00Z,2021-02-12T10:24:00Z,NLZ-735,2021-02-12T13:05:00Z,2021-02-12T14:23:00Z,98.0
186,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14660kg,2021-02-12T06:44:00Z,,2021-02-12T09:11:00Z,2021-02-12T10:32:00Z,LOH-244,2021-02-12T13:26:00Z,2021-02-12T14:38:00Z,99.0
187,HK Scan Rauma,Sekatuote siipikarja luokka 3,15060kg,2021-02-12T08:40:00Z,,2021-02-12T12:09:00Z,2021-02-12T17:24:00Z,LOH-244,2021-02-12T19:43:00Z,2021-02-12T20:19:00Z,100.0
188,HK Scan Rauma,Sekatuote siipikarja luokka 3,13740kg,2021-02-12T07:29:00Z,,2021-02-12T09:45:00Z,2021-02-12T17:24:00Z,LOH-244,2021-02-12T19:31:00Z,2021-02-12T20:19:00Z,100.0
189,HK Scan Rauma,Sekatuote siipikarja luokka 3,12780kg,2021-02-12T09:45:00Z,,2021-02-12T13:23:00Z,2021-02-12T17:25:00Z,LOH-244,2021-02-12T19:59:00Z,2021-02-12T20:20:00Z,100.0
190,HK Scan Rauma,Sekatuote siipikarja luokka 3,13940kg,2021-02-12T15:18:00Z,,2021-02-12T18:16:00Z,2021-02-12T21:21:00Z,JJV-660,2021-02-12T23:26:00Z,2021-02-13T00:03:00Z,101.0
191,HK Scan Rauma,Sekatuote siipikarja luokka 3,14120kg,2021-02-12T12:16:00Z,,2021-02-12T15:06:00Z,2021-02-12T21:21:00Z,JJV-660,2021-02-12T23:36:00Z,2021-02-13T00:03:00Z,101.0
192,HK Scan Rauma,Sekatuote siipikarja luokka 3,15240kg,2021-02-12T13:49:00Z,,2021-02-12T16:40:00Z,2021-02-12T21:22:00Z,JJV-660,2021-02-12T23:48:00Z,2021-02-13T00:04:00Z,101.0
193,HK Scan Rauma,Sekatuote siipikarja luokka 3,13520kg,2021-02-12T16:45:00Z,,2021-02-12T21:12:00Z,2021-02-12T22:44:00Z,LOH-244,2021-02-13T00:42:00Z,2021-02-13T02:20:00Z,102.0
194,HK Scan Rauma,Sekatuote siipikarja luokka 3,13320kg,2021-02-12T18:31:00Z,,2021-02-12T22:12:00Z,2021-02-12T22:44:00Z,LOH-244,2021-02-13T00:56:00Z,2021-02-13T02:20:00Z,102.0
195,HK Scan Rauma,Sekatuote siipikarja luokka 3,13320kg,2021-02-12T22:13:00Z,,2021-02-13T06:10:00Z,2021-02-13T11:43:00Z,JJV-660,2021-02-13T11:22:00Z,2021-02-13T15:02:00Z,103.0
196,HK Scan Rauma,Sekatuote siipikarja luokka 3,13840kg,2021-02-13T06:10:00Z,,2021-02-13T08:32:00Z,2021-02-13T11:43:00Z,JJV-660,2021-02-13T11:22:00Z,2021-02-13T15:02:00Z,104.0
197,HK Scan Rauma,Sekatuote siipikarja luokka 3,13140kg,2021-02-13T06:18:00Z,,2021-02-13T10:37:00Z,2021-02-13T11:43:00Z,JJV-660,2021-02-13T11:22:00Z,2021-02-13T15:02:00Z,105.0
198,HK Scan Rauma,Sekatuote siipikarja luokka 3,11940kg,2021-02-13T10:37:00Z,,2021-02-13T16:48:00Z,2021-02-13T17:17:00Z,JJV-660,2021-02-13T19:01:00Z,2021-02-13T19:24:00Z,106.0
199,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",12900kg,2021-02-13T04:01:00Z,,2021-02-13T15:30:00Z,2021-02-13T17:17:00Z,JJV-660,2021-02-13T19:11:00Z,2021-02-13T19:24:00Z,106.0
200,HK Scan Rauma,Sekatuote siipikarja luokka 3,15600kg,2021-02-15T08:58:00Z,,2021-02-15T12:53:00Z,2021-02-15T13:09:00Z,JJV-660,2021-02-15T15:13:00Z,2021-02-15T15:13:00Z,107.0
201,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",9340kg,2021-02-15T04:16:00Z,,2021-02-15T19:40:00Z,2021-02-16T01:26:00Z,VZR-635,2021-02-16T01:06:00Z,2021-02-16T05:12:00Z,108.0
202,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14620kg,2021-02-15T17:37:00Z,,2021-02-15T19:33:00Z,2021-02-16T08:04:00Z,IMV-333,2021-02-16T08:04:00Z,2021-02-16T12:54:00Z,109.0
203,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13840kg,2021-02-15T15:52:00Z,,2021-02-15T17:37:00Z,2021-02-16T08:05:00Z,IMV-333,2021-02-16T08:04:00Z,2021-02-16T12:54:00Z,110.0
204,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14820kg,2021-02-15T13:57:00Z,,2021-02-15T15:52:00Z,2021-02-16T08:05:00Z,IMV-333,2021-02-16T08:04:00Z,2021-02-16T12:54:00Z,111.0
205,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13860kg,2021-02-15T19:33:00Z,,2021-02-16T06:40:00Z,2021-02-16T08:25:00Z,NLZ-735,2021-02-16T10:13:00Z,2021-02-16T11:13:00Z,112.0
206,HK Scan Rauma,Sekatuote siipikarja luokka 3,15220kg,2021-02-15T16:44:00Z,,2021-02-16T05:52:00Z,2021-02-16T10:44:00Z,VZR-635,2021-02-16T01:06:00Z,2021-02-16T14:29:00Z,113.0
207,HK Scan Rauma,Sekatuote siipikarja luokka 3,13260kg,2021-02-16T06:00:00Z,,2021-02-16T10:32:00Z,2021-02-16T10:45:00Z,VZR-635,2021-02-16T01:06:00Z,2021-02-16T14:30:00Z,114.0
208,HK Scan Rauma,Sekatuote siipikarja luokka 3,14500kg,2021-02-16T05:55:00Z,,2021-02-16T08:34:00Z,2021-02-16T10:45:00Z,VZR-635,2021-02-16T01:06:00Z,2021-02-16T14:30:00Z,115.0
209,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13480kg,2021-02-16T06:47:00Z,,2021-02-16T10:38:00Z,2021-02-16T12:25:00Z,JJV-660,2021-02-16T19:13:00Z,2021-02-16T19:55:00Z,116.0
210,HK Scan Rauma,Sekatuote siipikarja luokka 3,13680kg,2021-02-16T12:08:00Z,,2021-02-16T16:06:00Z,2021-02-16T17:09:00Z,VZR-635,2021-02-16T01:06:00Z,2021-02-16T19:53:00Z,117.0
211,HK Scan Rauma,Sekatuote siipikarja luokka 3,13680kg,2021-02-16T08:39:00Z,,2021-02-16T12:03:00Z,2021-02-16T17:10:00Z,VZR-635,2021-02-16T01:06:00Z,2021-02-16T19:54:00Z,118.0
212,HK Scan Rauma,Sekatuote siipikarja luokka 3,13660kg,2021-02-16T10:37:00Z,,2021-02-16T14:40:00Z,2021-02-16T17:10:00Z,VZR-635,2021-02-16T01:06:00Z,2021-02-16T19:54:00Z,119.0
213,HK Scan Rauma,Sekatuote siipikarja luokka 3,13900kg,2021-02-16T14:51:00Z,,2021-02-16T17:46:00Z,2021-02-16T23:04:00Z,JJV-660,2021-02-17T01:01:00Z,2021-02-17T04:06:00Z,120.0
214,HK Scan Rauma,Sekatuote siipikarja luokka 3,14380kg,2021-02-16T16:14:00Z,,2021-02-16T18:43:00Z,2021-02-16T23:05:00Z,JJV-660,2021-02-17T01:39:00Z,2021-02-17T04:07:00Z,120.0
215,HK Scan Rauma,Sekatuote siipikarja luokka 3,14960kg,2021-02-16T17:48:00Z,,2021-02-16T22:58:00Z,2021-02-17T06:47:00Z,JJV-660,2021-02-17T08:49:00Z,2021-02-17T10:52:00Z,121.0
216,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",14660kg,2021-02-16T04:37:00Z,,2021-02-16T21:22:00Z,2021-02-17T06:48:00Z,JJV-660,2021-02-17T09:59:00Z,2021-02-17T10:53:00Z,121.0
