,SH,Category,Weight,Filling start,Alt filling start,Filling end,Pickup,Plate,Arrival,Unload,trip_id
2353,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15220kg,2021-10-26T11:51:00Z,,2021-10-26T13:48:00Z,2021-10-26T15:48:00Z,LOH-244,2021-10-26T18:05:00Z,2021-10-26T19:47:00Z,1205.0
2354,HK Scan Rauma,Sekatuote siipikarja luokka 3,13400kg,2021-10-26T06:25:00Z,,2021-10-26T10:53:00Z,2021-10-26T15:56:00Z,NLZ-735,2021-10-26T17:45:00Z,2021-10-26T18:59:00Z,1206.0
2355,HK Scan Rauma,Sekatuote siipikarja luokka 3,13660kg,2021-10-26T08:50:00Z,,2021-10-26T12:47:00Z,2021-10-26T15:57:00Z,NLZ-735,2021-10-26T17:45:00Z,2021-10-26T18:59:00Z,1206.0
2356,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",12520kg,2021-10-26T03:35:00Z,2021-10-26T04:00:00Z,2021-10-26T19:59:00Z,2021-10-26T21:30:00Z,NLZ-735,2021-10-27T00:06:00Z,2021-10-27T00:56:00Z,1207.0
2357,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13400kg,2021-10-26T17:31:00Z,,2021-10-26T19:18:00Z,2021-10-27T07:37:00Z,TLY-876,2021-10-27T09:48:00Z,2021-10-27T10:30:00Z,1208.0
2358,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14280kg,2021-10-27T08:25:00Z,,2021-10-27T10:49:00Z,2021-10-27T10:58:00Z,IMV-333,2021-10-27T12:42:00Z,2021-10-27T13:51:00Z,1209.0
2359,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13200kg,2021-10-26T19:18:00Z,,2021-10-27T08:25:00Z,2021-10-27T10:58:00Z,IMV-333,2021-10-27T13:02:00Z,2021-10-27T13:51:00Z,1209.0
2360,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13640kg,2021-10-26T07:19:00Z,,2021-10-27T08:25:00Z,2021-10-27T10:58:00Z,IMV-333,2021-10-27T13:23:00Z,2021-10-27T13:51:00Z,1209.0
2361,HK Scan Rauma,Sekatuote siipikarja luokka 3,14160kg,2021-10-27T02:49:00Z,2021-10-27T04:00:00Z,2021-10-27T08:11:00Z,2021-10-27T11:47:00Z,NLZ-735,2021-10-27T13:41:00Z,2021-10-27T14:52:00Z,1210.0
2362,HK Scan Rauma,Sekatuote siipikarja luokka 3,13620kg,2021-10-27T08:11:00Z,,2021-10-27T11:22:00Z,2021-10-27T11:47:00Z,NLZ-735,2021-10-27T13:41:00Z,2021-10-27T14:52:00Z,1210.0
2363,HK Scan Rauma,Sekatuote siipikarja luokka 3,13980kg,2021-10-27T07:04:00Z,,2021-10-27T10:10:00Z,2021-10-27T11:47:00Z,NLZ-735,2021-10-27T13:41:00Z,2021-10-27T14:52:00Z,1210.0
2364,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12400kg,2021-10-27T10:49:00Z,,2021-10-27T12:22:00Z,2021-10-27T13:25:00Z,JJV-660,2021-10-27T16:46:00Z,2021-10-27T17:07:00Z,1211.0
2365,HK Scan Rauma,Sekatuote siipikarja luokka 3,14960kg,2021-10-27T10:12:00Z,,2021-10-27T13:01:00Z,2021-10-27T17:28:00Z,NLZ-735,2021-10-27T19:19:00Z,2021-10-27T20:08:00Z,1212.0
2366,HK Scan Rauma,Sekatuote siipikarja luokka 3,13400kg,2021-10-27T11:22:00Z,,2021-10-27T14:52:00Z,2021-10-27T17:28:00Z,NLZ-735,2021-10-27T19:19:00Z,2021-10-27T20:08:00Z,1212.0
2367,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14460kg,2021-10-27T12:22:00Z,,2021-10-27T14:20:00Z,2021-10-27T19:17:00Z,VZR-635,2021-10-27T21:53:00Z,2021-10-27T23:14:00Z,1213.0
2368,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14360kg,2021-10-27T14:20:00Z,,2021-10-27T16:35:00Z,2021-10-27T19:17:00Z,VZR-635,2021-10-27T22:19:00Z,2021-10-27T23:15:00Z,1213.0
2369,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13940kg,2021-10-27T16:35:00Z,,2021-10-27T18:08:00Z,2021-10-27T19:18:00Z,VZR-635,2021-10-27T22:44:00Z,2021-10-27T23:16:00Z,1213.0
2370,HK Scan Rauma,Sekatuote siipikarja luokka 3,13180kg,2021-10-27T14:52:00Z,,2021-10-27T18:10:00Z,2021-10-27T20:36:00Z,JJV-660,2021-10-27T22:47:00Z,2021-10-27T23:27:00Z,1214.0
2371,HK Scan Rauma,Sekatuote siipikarja luokka 3,11940kg,2021-10-27T13:01:00Z,,2021-10-27T16:28:00Z,2021-10-27T20:37:00Z,JJV-660,2021-10-27T23:33:00Z,2021-10-28T00:37:00Z,1214.0
2372,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",14380kg,2021-10-27T02:53:00Z,2021-10-27T04:00:00Z,2021-10-27T19:38:00Z,2021-10-27T20:37:00Z,JJV-660,2021-10-28T00:05:00Z,2021-10-28T00:36:00Z,1214.0
2373,HK Scan Rauma,Sekatuote siipikarja luokka 3,13420kg,2021-10-27T16:32:00Z,,2021-10-27T21:12:00Z,2021-10-27T23:05:00Z,NLZ-735,2021-10-28T02:36:00Z,2021-10-28T02:51:00Z,1215.0
2374,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12740kg,2021-10-27T08:25:00Z,,2021-10-28T08:45:00Z,2021-10-28T11:13:00Z,IMV-333,2021-10-28T12:59:00Z,2021-10-28T13:44:00Z,1216.0
2375,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13660kg,2021-10-27T18:08:00Z,,2021-10-28T08:45:00Z,2021-10-28T11:13:00Z,IMV-333,2021-10-28T13:18:00Z,2021-10-28T13:44:00Z,1216.0
2376,HK Scan Rauma,Sekatuote siipikarja luokka 3,17440kg,2021-10-28T06:50:00Z,,2021-10-28T09:25:00Z,2021-10-28T11:13:00Z,JJV-660,2021-10-28T14:00:00Z,2021-10-28T15:05:00Z,1217.0
2377,HK Scan Rauma,Sekatuote siipikarja luokka 3,7920kg,2021-10-27T18:25:00Z,,2021-10-27T23:29:00Z,2021-10-28T11:13:00Z,JJV-660,2021-10-28T13:26:00Z,2021-10-28T15:04:00Z,1217.0
2378,HK Scan Rauma,Sekatuote siipikarja luokka 3,13240kg,2021-10-27T21:18:00Z,,2021-10-28T07:14:00Z,2021-10-28T11:14:00Z,JJV-660,2021-10-28T14:27:00Z,2021-10-28T15:06:00Z,1217.0
2379,HK Scan Rauma,Sekatuote siipikarja luokka 3,14620kg,2021-10-28T09:30:00Z,,2021-10-28T14:29:00Z,2021-10-28T14:33:00Z,NLZ-735,2021-10-28T16:32:00Z,2021-10-28T17:42:00Z,1218.0
2380,HK Scan Rauma,Sekatuote siipikarja luokka 3,13820kg,2021-10-28T07:53:00Z,,2021-10-28T12:04:00Z,2021-10-28T14:36:00Z,NLZ-735,2021-10-28T16:32:00Z,2021-10-28T17:42:00Z,1218.0
2381,HK Scan Rauma,Sekatuote siipikarja luokka 3,15780kg,2021-10-28T16:02:00Z,,2021-10-28T18:13:00Z,2021-10-28T18:30:00Z,JJV-660,2021-10-28T20:53:00Z,2021-10-28T21:14:00Z,1219.0
2382,HK Scan Rauma,Sekatuote siipikarja luokka 3,11460kg,2021-10-28T14:31:00Z,,2021-10-28T18:13:00Z,2021-10-28T18:31:00Z,JJV-660,2021-10-28T21:46:00Z,2021-10-28T21:55:00Z,1219.0
2383,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",12880kg,2021-10-28T02:18:00Z,2021-10-28T04:00:00Z,2021-10-28T20:16:00Z,2021-10-28T21:31:00Z,NLZ-735,2021-10-29T01:36:00Z,2021-10-29T02:14:00Z,1220.0
2384,HK Scan Rauma,Sekatuote siipikarja luokka 3,10520kg,2021-10-28T18:52:00Z,,2021-10-29T00:00:00Z,2021-10-29T00:57:00Z,JJV-660,2021-10-29T09:38:00Z,2021-10-29T10:23:00Z,1221.0
2385,HK Scan Rauma,Sekatuote siipikarja luokka 3,15300kg,2021-10-28T18:52:00Z,,2021-10-29T00:00:00Z,2021-10-29T00:57:00Z,JJV-660,2021-10-29T09:11:00Z,2021-10-29T10:22:00Z,1221.0
2386,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13580kg,2021-10-28T16:18:00Z,,2021-10-28T18:13:00Z,2021-10-29T07:57:00Z,TLY-876,2021-10-29T09:51:00Z,2021-10-29T10:46:00Z,1222.0
2387,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13640kg,2021-10-28T18:13:00Z,,2021-10-28T19:49:00Z,2021-10-29T07:58:00Z,TLY-876,2021-10-29T09:51:00Z,2021-10-29T10:46:00Z,1222.0
2388,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12620kg,2021-10-28T08:46:00Z,,2021-10-29T07:40:00Z,2021-10-29T10:09:00Z,IMV-333,2021-10-29T12:55:00Z,2021-10-29T13:33:00Z,1223.0
2389,HK Scan Rauma,Sekatuote siipikarja luokka 3,13080kg,2021-10-29T06:14:00Z,,2021-10-29T10:15:00Z,2021-10-29T14:00:00Z,NLZ-735,2021-10-29T15:55:00Z,2021-10-29T17:04:00Z,1224.0
2390,HK Scan Rauma,Sekatuote siipikarja luokka 3,14320kg,2021-10-29T04:03:00Z,,2021-10-29T08:40:00Z,2021-10-29T14:00:00Z,NLZ-735,2021-10-29T15:55:00Z,2021-10-29T17:05:00Z,1224.0
2391,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,11400kg,2021-10-29T07:40:00Z,,2021-10-29T09:48:00Z,2021-10-29T15:12:00Z,LOH-244,2021-10-29T17:07:00Z,2021-10-29T18:11:00Z,1225.0
2392,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13500kg,2021-10-29T09:48:00Z,,2021-10-29T11:37:00Z,2021-10-29T15:12:00Z,LOH-244,2021-10-29T17:07:00Z,2021-10-29T18:11:00Z,1225.0
2393,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,11380kg,2021-10-29T11:37:00Z,,2021-10-29T13:10:00Z,2021-10-29T15:13:00Z,LOH-244,2021-10-29T17:07:00Z,2021-10-29T18:12:00Z,1225.0
2394,HK Scan Rauma,Sekatuote siipikarja luokka 3,14380kg,2021-10-29T11:18:00Z,,2021-10-29T14:27:00Z,2021-10-29T16:12:00Z,JJV-660,2021-10-29T19:17:00Z,2021-10-29T19:26:00Z,1226.0
2395,HK Scan Rauma,Sekatuote siipikarja luokka 3,14520kg,2021-10-29T08:47:00Z,,2021-10-29T12:43:00Z,2021-10-29T16:13:00Z,JJV-660,2021-10-29T19:35:00Z,2021-10-29T19:44:00Z,1226.0
2396,HK Scan Rauma,Sekatuote siipikarja luokka 3,13920kg,2021-10-29T12:44:00Z,,2021-10-29T16:49:00Z,2021-10-29T16:52:00Z,JJV-660,2021-10-29T19:01:00Z,2021-10-29T19:13:00Z,1226.0
2397,HK Scan Rauma,Sekatuote siipikarja luokka 3,12200kg,2021-10-29T14:28:00Z,,2021-10-29T17:21:00Z,2021-10-29T19:40:00Z,NLZ-735,2021-10-29T22:00:00Z,2021-10-30T01:19:00Z,1227.0
2398,HK Scan Rauma,Sekatuote siipikarja luokka 3,13880kg,2021-10-29T16:56:00Z,,2021-10-29T18:41:00Z,2021-10-29T19:40:00Z,NLZ-735,2021-10-29T22:00:00Z,2021-10-30T01:19:00Z,1227.0
2399,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",12880kg,2021-10-29T04:02:00Z,,2021-10-29T19:50:00Z,2021-10-29T19:52:00Z,NLZ-735,2021-10-29T22:00:00Z,2021-10-30T01:18:00Z,1227.0
2400,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,8580kg,2021-10-29T07:40:00Z,,2021-10-29T23:14:00Z,2021-10-29T23:14:00Z,MLB-855,2021-10-30T01:54:00Z,2021-10-30T01:49:00Z,1228.0
2401,HK Scan Rauma,Sekatuote siipikarja luokka 3,13120kg,2021-10-29T18:45:00Z,,2021-10-29T21:37:00Z,2021-10-29T23:18:00Z,JJV-660,2021-10-30T06:15:00Z,2021-10-30T06:35:00Z,1229.0
2402,HK Scan Rauma,Sekatuote siipikarja luokka 3,10460kg,2021-10-29T17:24:00Z,,2021-10-29T23:21:00Z,2021-10-29T23:19:00Z,JJV-660,2021-10-30T06:52:00Z,2021-10-30T07:16:00Z,1229.0
2403,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13800kg,2021-10-29T23:13:00Z,2021-11-01T05:00:00Z,2021-11-01T09:40:00Z,2021-11-01T10:19:00Z,IMV-333,2021-11-01T12:07:00Z,2021-11-01T12:52:00Z,1230.0
2404,HK Scan Rauma,Sekatuote siipikarja luokka 3,13340kg,2021-11-01T05:01:00Z,,2021-11-01T09:03:00Z,2021-11-01T13:06:00Z,NLZ-735,2021-11-01T14:55:00Z,2021-11-01T16:29:00Z,1231.0
2405,HK Scan Rauma,Sekatuote siipikarja luokka 3,14120kg,2021-11-01T05:02:00Z,,2021-11-01T10:57:00Z,2021-11-01T13:06:00Z,NLZ-735,2021-11-01T14:55:00Z,2021-11-01T16:29:00Z,1231.0
2406,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14360kg,2021-11-01T09:40:00Z,,2021-11-01T11:49:00Z,2021-11-01T13:42:00Z,JJV-660,2021-11-01T15:45:00Z,2021-11-01T16:27:00Z,1232.0
2407,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,11180kg,2021-11-01T11:49:00Z,,2021-11-01T13:41:00Z,2021-11-01T13:43:00Z,JJV-660,2021-11-01T16:33:00Z,2021-11-01T16:55:00Z,1232.0
2408,HK Scan Rauma,Sekatuote siipikarja luokka 3,15120kg,2021-11-01T11:28:00Z,,2021-11-01T14:18:00Z,2021-11-01T19:56:00Z,JJV-660,2021-11-01T21:59:00Z,2021-11-01T22:34:00Z,1233.0
2409,HK Scan Rauma,Sekatuote siipikarja luokka 3,13860kg,2021-11-01T12:56:00Z,,2021-11-01T16:36:00Z,2021-11-01T19:56:00Z,JJV-660,2021-11-01T22:39:00Z,2021-11-01T23:02:00Z,1233.0
2410,HK Scan Rauma,Sekatuote siipikarja luokka 3,15400kg,2021-11-01T09:06:00Z,,2021-11-01T12:39:00Z,2021-11-01T19:57:00Z,JJV-660,2021-11-01T23:13:00Z,2021-11-01T23:31:00Z,1233.0
2411,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14600kg,2021-11-01T17:00:00Z,,2021-11-02T06:22:00Z,2021-11-02T07:37:00Z,TLY-876,2021-11-02T09:45:00Z,2021-11-02T10:17:00Z,1234.0
2412,HK Scan Rauma,Sekatuote siipikarja luokka 3,13740kg,2021-11-01T18:20:00Z,,2021-11-01T21:35:00Z,2021-11-02T09:09:00Z,VZR-635,2021-11-02T12:01:00Z,2021-11-02T12:19:00Z,1235.0
2413,HK Scan Rauma,Sekatuote siipikarja luokka 3,13600kg,2021-11-01T16:36:00Z,,2021-11-01T20:03:00Z,2021-11-02T09:10:00Z,VZR-635,2021-11-02T12:25:00Z,2021-11-02T12:42:00Z,1235.0
2414,HK Scan Rauma,Sekatuote siipikarja luokka 3,9440kg,2021-11-01T20:03:00Z,,2021-11-01T23:11:00Z,2021-11-02T09:14:00Z,VZR-635,2021-11-02T12:51:00Z,2021-11-02T13:45:00Z,1235.0
2415,HK Scan Rauma,Sekatuote siipikarja luokka 3,12560kg,2021-11-01T21:35:00Z,,2021-11-02T06:05:00Z,2021-11-02T10:42:00Z,NLZ-735,2021-11-02T13:14:00Z,2021-11-02T14:29:00Z,1236.0
2416,HK Scan Rauma,Sekatuote siipikarja luokka 3,14580kg,2021-11-02T06:07:00Z,,2021-11-02T09:31:00Z,2021-11-02T10:44:00Z,NLZ-735,2021-11-02T13:14:00Z,2021-11-02T14:30:00Z,1236.0
2417,HK Scan Rauma,Sekatuote siipikarja luokka 3,14640kg,2021-11-02T09:31:00Z,,2021-11-02T13:02:00Z,2021-11-02T16:57:00Z,VZR-635,2021-11-02T19:18:00Z,2021-11-02T20:52:00Z,1237.0
2418,HK Scan Rauma,Sekatuote siipikarja luokka 3,14300kg,2021-11-02T07:07:00Z,,2021-11-02T11:19:00Z,2021-11-02T16:58:00Z,VZR-635,2021-11-02T19:42:00Z,2021-11-02T20:53:00Z,1237.0
2419,HK Scan Rauma,Sekatuote siipikarja luokka 3,13300kg,2021-11-02T18:49:00Z,,2021-11-02T21:21:00Z,2021-11-03T00:51:00Z,VZR-635,2021-11-03T08:25:00Z,2021-11-03T08:45:00Z,1238.0
2420,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13580kg,2021-11-02T16:22:00Z,,2021-11-02T19:42:00Z,2021-11-03T06:50:00Z,TLY-876,2021-11-03T08:49:00Z,2021-11-03T09:53:00Z,1239.0
2421,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,11620kg,2021-11-02T19:42:00Z,,2021-11-03T06:50:00Z,2021-11-03T06:51:00Z,TLY-876,2021-11-03T08:49:00Z,2021-11-03T09:53:00Z,1239.0
2422,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13700kg,2021-11-03T07:15:00Z,,2021-11-03T09:54:00Z,2021-11-03T10:30:00Z,IMV-333,2021-11-03T13:39:00Z,2021-11-03T13:59:00Z,1240.0
2423,HK Scan Rauma,Sekatuote siipikarja luokka 3,4240kg,2021-11-03T02:51:00Z,2021-11-03T04:00:00Z,2021-11-03T08:40:00Z,2021-11-03T12:13:00Z,VZR-635,2021-11-03T14:23:00Z,2021-11-03T14:39:00Z,1241.0
2424,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",13490kg,2021-11-02T03:52:00Z,2021-11-02T04:00:00Z,2021-11-02T20:16:00Z,2021-11-03T12:17:00Z,VZR-635,2021-11-03T14:45:00Z,2021-11-03T15:00:00Z,1241.0
2425,HK Scan Rauma,Sekatuote siipikarja luokka 3,14740kg,2021-11-02T16:48:00Z,,2021-11-02T22:51:00Z,2021-11-03T12:18:00Z,VZR-635,2021-11-03T15:10:00Z,2021-11-03T15:30:00Z,1241.0
2426,HK Scan Rauma,Sekatuote siipikarja luokka 3,13260kg,2021-11-03T06:00:00Z,,2021-11-03T10:04:00Z,2021-11-03T13:14:00Z,NLZ-735,2021-11-03T15:08:00Z,2021-11-03T16:35:00Z,1242.0
2427,HK Scan Rauma,Sekatuote siipikarja luokka 3,12760kg,2021-11-03T08:45:00Z,,2021-11-03T11:25:00Z,2021-11-03T13:15:00Z,NLZ-735,2021-11-03T15:08:00Z,2021-11-03T16:35:00Z,1242.0
2428,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13400kg,2021-11-03T09:54:00Z,,2021-11-03T13:13:00Z,2021-11-03T15:27:00Z,LOH-244,2021-11-03T18:00:00Z,2021-11-03T19:34:00Z,1243.0
2429,HK Scan Rauma,Sekatuote siipikarja luokka 3,13420kg,2021-11-03T13:12:00Z,,2021-11-03T16:41:00Z,2021-11-03T19:18:00Z,NLZ-735,2021-11-03T21:12:00Z,2021-11-03T22:29:00Z,1244.0
2430,HK Scan Rauma,Sekatuote siipikarja luokka 3,13620kg,2021-11-03T10:06:00Z,,2021-11-03T13:04:00Z,2021-11-03T19:18:00Z,NLZ-735,2021-11-03T21:12:00Z,2021-11-03T22:29:00Z,1244.0
2431,HK Scan Rauma,Sekatuote siipikarja luokka 3,14860kg,2021-11-03T11:48:00Z,,2021-11-03T15:22:00Z,2021-11-03T19:19:00Z,NLZ-735,2021-11-03T21:12:00Z,2021-11-03T22:29:00Z,1244.0
2432,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14700kg,2021-11-03T13:14:00Z,,2021-11-03T16:17:00Z,2021-11-03T22:23:00Z,MLB-855,2021-11-04T02:34:00Z,2021-11-04T03:01:00Z,1245.0
2433,HK Scan Rauma,Sekatuote siipikarja luokka 3,13180kg,2021-11-03T16:41:00Z,,2021-11-03T22:42:00Z,2021-11-03T23:27:00Z,LOH-244,2021-11-04T01:33:00Z,2021-11-04T03:02:00Z,1246.0
2434,HK Scan Rauma,Sekatuote siipikarja luokka 3,14600kg,2021-11-03T15:31:00Z,,2021-11-03T18:49:00Z,2021-11-03T23:27:00Z,LOH-244,2021-11-04T01:33:00Z,2021-11-04T03:01:00Z,1246.0
2435,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14160kg,2021-11-03T16:17:00Z,,2021-11-03T18:57:00Z,2021-11-04T08:00:00Z,TLY-876,2021-11-04T09:51:00Z,2021-11-04T10:37:00Z,1247.0
2436,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14560kg,2021-11-03T18:57:00Z,,2021-11-04T07:26:00Z,2021-11-04T08:00:00Z,TLY-876,2021-11-04T09:51:00Z,2021-11-04T11:00:00Z,1247.0
2437,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",12180kg,2021-11-03T02:49:00Z,2021-11-03T04:00:00Z,2021-11-03T19:41:00Z,2021-11-04T08:04:00Z,NLZ-735,2021-11-04T10:03:00Z,2021-11-04T11:29:00Z,1248.0
2438,HK Scan Rauma,Sekatuote siipikarja luokka 3,11300kg,2021-11-03T18:49:00Z,,2021-11-03T23:11:00Z,2021-11-04T08:04:00Z,NLZ-735,2021-11-04T10:03:00Z,2021-11-04T11:29:00Z,1248.0
2439,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13340kg,2021-11-04T07:26:00Z,,2021-11-04T10:29:00Z,2021-11-04T10:34:00Z,IMV-333,2021-11-04T12:29:00Z,2021-11-04T12:45:00Z,1249.0
2440,HK Scan Rauma,Sekatuote siipikarja luokka 3,13540kg,2021-11-04T06:05:00Z,,2021-11-04T10:20:00Z,2021-11-04T14:16:00Z,NLZ-735,2021-11-04T16:07:00Z,2021-11-04T17:22:00Z,1250.0
2441,HK Scan Rauma,Sekatuote siipikarja luokka 3,13960kg,2021-11-04T01:59:00Z,2021-11-04T04:00:00Z,2021-11-04T08:33:00Z,2021-11-04T14:16:00Z,NLZ-735,2021-11-04T16:07:00Z,2021-11-04T17:22:00Z,1250.0
2442,HK Scan Rauma,Sekatuote siipikarja luokka 3,14100kg,2021-11-04T10:20:00Z,,2021-11-04T14:25:00Z,2021-11-04T19:49:00Z,NLZ-735,2021-11-04T22:02:00Z,2021-11-04T23:29:00Z,1251.0
2443,HK Scan Rauma,Sekatuote siipikarja luokka 3,13380kg,2021-11-04T13:18:00Z,,2021-11-04T16:33:00Z,2021-11-04T19:50:00Z,NLZ-735,2021-11-04T22:02:00Z,2021-11-04T23:29:00Z,1251.0
2444,HK Scan Rauma,Sekatuote siipikarja luokka 3,14500kg,2021-11-04T08:40:00Z,,2021-11-04T13:04:00Z,2021-11-04T19:50:00Z,NLZ-735,2021-11-04T22:02:00Z,2021-11-04T23:29:00Z,1251.0
2445,HK Scan Rauma,Sekatuote siipikarja luokka 3,14460kg,2021-11-04T14:40:00Z,,2021-11-04T19:54:00Z,2021-11-04T23:10:00Z,TLY-876,2021-11-05T01:06:00Z,2021-11-05T02:07:00Z,1252.0
2446,HK Scan Rauma,Sekatuote siipikarja luokka 3,12460kg,2021-11-04T16:33:00Z,,2021-11-04T18:42:00Z,2021-11-04T23:11:00Z,TLY-876,2021-11-05T01:31:00Z,2021-11-05T02:07:00Z,1252.0
2447,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14320kg,2021-11-04T15:45:00Z,,2021-11-04T18:43:00Z,2021-11-05T06:58:00Z,TLY-876,2021-11-05T10:00:00Z,2021-11-05T10:13:00Z,1253.0
2448,HK Scan Rauma,Sekatuote siipikarja luokka 3,13780kg,2021-11-04T18:42:00Z,,2021-11-04T22:29:00Z,2021-11-05T08:05:00Z,NLZ-735,2021-11-05T10:04:00Z,2021-11-05T11:27:00Z,1254.0
2449,HK Scan Rauma,Sekatuote siipikarja luokka 3,15400kg,2021-11-04T19:54:00Z,,2021-11-04T23:10:00Z,2021-11-05T08:05:00Z,NLZ-735,2021-11-05T10:04:00Z,2021-11-05T11:27:00Z,1254.0
2450,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",13080kg,2021-11-04T01:59:00Z,2021-11-04T04:00:00Z,2021-11-04T20:38:00Z,2021-11-05T08:06:00Z,NLZ-735,2021-11-05T10:04:00Z,2021-11-05T11:28:00Z,1254.0
2451,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14020kg,2021-11-04T18:44:00Z,,2021-11-05T07:22:00Z,2021-11-05T10:06:00Z,IMV-333,2021-11-05T12:23:00Z,2021-11-05T13:13:00Z,1255.0
2452,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14580kg,2021-11-05T07:23:00Z,,2021-11-05T10:23:00Z,2021-11-05T10:07:00Z,IMV-333,2021-11-05T12:46:00Z,2021-11-05T13:13:00Z,1255.0
2453,HK Scan Rauma,Sekatuote siipikarja luokka 3,13840kg,2021-11-05T06:12:00Z,,2021-11-05T09:47:00Z,2021-11-05T14:11:00Z,NLZ-735,2021-11-05T16:03:00Z,2021-11-05T17:04:00Z,1256.0
2454,HK Scan Rauma,Sekatuote siipikarja luokka 3,14240kg,2021-11-05T02:12:00Z,2021-11-05T04:00:00Z,2021-11-05T08:30:00Z,2021-11-05T14:12:00Z,NLZ-735,2021-11-05T16:03:00Z,2021-11-05T17:04:00Z,1256.0
2455,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14200kg,2021-11-05T11:04:00Z,,2021-11-05T14:26:00Z,2021-11-05T17:03:00Z,LOH-244,2021-11-05T19:13:00Z,2021-11-05T20:31:00Z,1257.0
2456,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",12500kg,2021-11-05T02:20:00Z,2021-11-05T04:00:00Z,2021-11-05T19:22:00Z,2021-11-05T19:47:00Z,NLZ-735,2021-11-05T21:38:00Z,2021-11-05T22:49:00Z,1258.0
2457,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14800kg,2021-11-05T17:23:00Z,,2021-11-05T23:48:00Z,2021-11-05T23:51:00Z,LOH-244,2021-11-06T02:24:00Z,2021-11-06T03:53:00Z,1259.0
2458,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14900kg,2021-11-05T14:26:00Z,,2021-11-05T17:23:00Z,2021-11-05T23:51:00Z,LOH-244,2021-11-06T01:57:00Z,2021-11-06T03:53:00Z,1259.0
2459,HK Scan Rauma,Sekatuote siipikarja luokka 3,10400kg,2021-11-05T09:56:00Z,,2021-11-05T21:39:00Z,2021-11-06T01:23:00Z,NLZ-735,2021-11-06T03:23:00Z,2021-11-06T04:24:00Z,1260.0
2460,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13720kg,2021-11-08T07:21:00Z,,2021-11-08T10:58:00Z,2021-11-08T10:55:00Z,IMV-333,2021-11-08T12:46:00Z,2021-11-08T13:22:00Z,1261.0
2461,HK Scan Rauma,Sekatuote siipikarja luokka 3,14620kg,2021-11-08T04:07:00Z,,2021-11-08T08:18:00Z,2021-11-08T13:08:00Z,LOH-244,2021-11-08T15:07:00Z,2021-11-08T16:32:00Z,1262.0
2462,HK Scan Rauma,Sekatuote siipikarja luokka 3,14100kg,2021-11-08T04:04:00Z,,2021-11-08T10:12:00Z,2021-11-08T13:08:00Z,LOH-244,2021-11-08T15:07:00Z,2021-11-08T16:32:00Z,1262.0
